TimeStamp,Count
20140207,8687
20140208,4909
20140209,4914
20140210,8905
20140211,9335
20140212,10065
20140213,9962
20140214,8739
20140215,4921
20140216,4943
20140217,8483
20140218,9499
20140219,9937
20140220,9792
20140221,8690
20140222,5005
20140223,5047
20140224,8841
20140225,9468
20140226,9857
20140227,9533
20140228,8462
20140229,4855
20140230,4860
20140231,8376
20140301,9085
20140302,9647
20140303,9453
20140304,8565
20140305,4919
20140306,4883
20140307,8723
20140308,9385
20140309,9374
20140310,9260
20140311,8312
20140312,4831
20140313,4624
20140314,8248
20140315,8943
20140316,9134
20140317,8437
20140318,6876
20140319,4649
20140320,4196
20140321,7097
20140322,8989
20140323,9068
20140324,8914
20140325,8401
20140326,4608
20140327,4635
20140328,8366
20140329,8638
20140330,8065
20140401,6744
20140402,7131
20140403,4392
20140404,4319
20140405,7568
20140406,8158
20140407,8501
20140408,8821
20140409,7492
20140410,4255
20140411,4198
20140412,7790
20140413,8333
20140414,8564
20140415,8562
20140416,5277
20140417,4021
20140418,3820
20140419,7651
20140420,8377
20140421,8773
20140422,8472
20140423,7522
20140424,3845
20140425,3797
20140426,6547
20140427,7755
20140428,8241
20140429,7728
20140430,7232
20140431,3268
20140501,3664
20140502,6999
20140503,7875
20140504,8316
20140505,8258
20140506,7191
20140507,3395
20140508,3885
20140509,6910
20140510,7945
20140511,7909
20140512,7714
20140513,6980
20140514,3642
20140515,3616
20140516,6955
20140517,7942
20140518,8039
20140519,7923
20140520,7018
20140521,3600
20140522,3662
20140523,7236
20140524,7991
20140525,8237
20140526,8098
20140527,7412
20140528,3453
20140529,3408
20140530,7160
20140601,7517
20140602,8080
20140603,8095
20140604,6079
20140605,3468
20140606,3647
20140607,7572
20140608,7938
20140609,8095
20140610,8029
20140611,7313
20140612,3546
20140613,3548
20140614,7475
20140615,8056
20140616,8432
20140617,8313
20140618,7270
20140619,3790
20140620,3613
20140621,7829
20140622,8514
20140623,8560
20140624,8368
20140625,7272
20140626,3732
20140627,3786
20140628,7172
20140629,7612
20140630,8065
20140631,7980
20140701,6996
20140702,3606
20140703,3536
20140704,7043
20140705,7774
20140706,8251
20140707,8162
20140708,7240
20140709,3771
20140710,3662
20140711,7444
20140712,8103
20140713,8130
20140714,8207
20140715,6099
20140716,3672
20140717,3749
20140718,7439
20140719,8183
20140720,8297
20140721,8298
20140722,7459
20140723,3906
20140724,3944
20140725,7233
20140726,8203
20140727,8438
20140728,8104
20140729,6726
20140730,3762
20140731,3671
20140801,6632
20140802,7788
20140803,8354
20140804,8464
20140805,7714
20140806,4313
20140807,4111
20140808,8002
20140809,8457
20140810,9018
20140811,9025
20140812,8181
20140813,4497
20140814,354
